"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C01_008E","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","S1901_C04_006E"
"0500000US04001","Apache County, Arizona","19634","869","18.4","2.8","6.7","1.5","15.5","2.5","11.2","2.2","18.5","2.7","13.9","3.0","2.7","5.0","2.0","2.0","1.4","0.4","0.4","33867","2445","41903","2865","36.7","(X)","(X)","(X)","(X)","(X)","13451","943","12.8","2.9","4.4","1.4","16.3","3.5","13.8","3.1","19.2","3.4","13.8","3.0","11.9","3.9","5.9","2.3","1.3","1.0","0.6","0.5","36226","1975","45601","3052","(X)","(X)","41.6","(X)","(X)","(X)","8331","741","7.0","3.5","3.0","1.7","11.4","3.8","13.9","4.2","22.5","5.1","15.7","4.1","16.9","5.8","7.3","3.3","1.7","1.5","0.7","0.8","42533","3716","8.4","53781","4494","(X)","(X)","(X)","(X)","(X)","(X)","6183","776","33.1","6.6","11.6","3.4","14.6","5.0","5.7","2.5","5.4","13.5","6.0","0.7","1.1","4.1","4.0","2.5","3.6","0.0","2.6","16932","4232","32061","6975","(X)","(X)","(X)","(X)","25.3","(X)","14.2"
"0500000US04003","Cochise County, Arizona","49983","1985","11.3","2.2","5.6","1.6","12.9","2.3","12.3","2.0","15.1","2.6","17.0","2.7","2.3","8.3","2.1","3.7","1.5","2.1","1.2","43252","4483","57372","4575","28.4","(X)","(X)","(X)","(X)","(X)","31657","2181","7.5","2.7","3.0","1.4","12.2","3.1","11.0","3.1","14.7","2.5","19.0","3.5","14.9","2.7","10.4","2.9","4.3","1.8","2.9","1.8","51182","3735","66415","5961","(X)","(X)","29.2","(X)","(X)","(X)","23483","2053","4.4","1.9","2.2","1.3","7.6","2.9","8.8","3.2","15.2","3.1","20.4","4.0","18.9","3.6","13.8","3.7","4.8","2.4","3.9","2.4","63493","6961","11.6","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18326","1970","18.5","4.4","10.4","3.4","15.7","4.3","13.8","3.4","4.5","13.1","4.1","5.1","2.5","4.3","3.0","2.9","2.4","0.9","1.0","27681","4008","40348","5742","(X)","(X)","(X)","(X)","25.4","(X)","15.5"
"0500000US04005","Coconino County, Arizona","46366","1781","10.2","1.8","6.6","1.8","12.6","2.5","10.0","1.9","14.8","2.8","17.5","2.8","2.3","10.5","2.4","2.4","0.7","4.1","1.4","45640","3806","62663","4499","33.2","(X)","(X)","(X)","(X)","(X)","29619","1832","7.2","2.2","4.0","1.5","9.1","2.4","11.0","2.9","13.0","3.3","18.8","3.4","14.0","3.3","13.7","2.9","3.5","1.1","5.6","2.1","56464","4091","75262","6505","(X)","(X)","32.8","(X)","(X)","(X)","20625","1696","2.3","1.7","2.8","1.8","7.6","2.5","7.8","2.8","12.3","4.0","21.4","4.0","16.0","4.2","17.4","3.6","4.4","1.5","8.0","2.9","70009","7009","11.2","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16747","1618","19.5","4.5","11.1","3.9","16.0","4.5","9.8","3.6","4.8","14.7","4.9","5.7","2.8","4.0","3.3","0.2","0.4","1.0","0.9","27356","4849","37173","4678","(X)","(X)","(X)","(X)","28.0","(X)","17.9"
"0500000US04013","Maricopa County, Arizona","1424393","7925","7.0","0.3","5.1","0.3","10.8","0.4","10.8","0.4","14.7","0.4","18.1","0.6","0.4","13.1","0.4","4.4","0.3","3.9","0.2","51432","479","70241","797","31.3","(X)","(X)","(X)","(X)","(X)","925089","10201","5.4","0.3","3.5","0.3","8.1","0.5","9.7","0.5","14.0","0.5","18.7","0.7","13.6","0.5","16.1","0.6","5.6","0.3","5.1","0.3","61551","778","80470","1192","(X)","(X)","31.1","(X)","(X)","(X)","653537","8976","2.2","0.3","1.9","0.3","5.8","0.4","8.0","0.5","12.2","0.5","19.6","0.8","16.1","0.7","20.1","0.7","7.3","0.4","6.8","0.4","75390","1198","12.1","94795","1622","(X)","(X)","(X)","(X)","(X)","(X)","499304","9939","11.4","0.7","8.5","0.7","16.7","0.7","13.1","0.8","0.8","16.4","0.9","8.0","0.6","6.4","0.5","1.8","0.4","1.6","0.3","35184","903","47835","1125","(X)","(X)","(X)","(X)","30.0","(X)","16.1"
"0500000US04015","Mohave County, Arizona","79239","3069","10.4","1.7","6.7","1.4","18.1","2.0","15.6","2.1","16.6","2.3","16.6","2.4","1.4","6.6","1.5","1.5","0.7","1.7","0.9","34445","1964","47610","3176","30.3","(X)","(X)","(X)","(X)","(X)","48396","2863","7.5","2.0","4.2","1.6","14.7","2.3","14.3","2.5","17.0","2.7","22.0","3.2","8.3","2.2","8.0","1.9","1.4","0.7","2.5","1.5","42493","3458","55780","5259","(X)","(X)","32.5","(X)","(X)","(X)","36625","2633","3.8","1.6","2.1","1.0","12.7","2.5","12.7","3.0","18.4","3.5","25.3","3.7","9.5","2.9","10.4","2.5","1.8","1.0","3.3","2.0","50420","4109","6.3","N","N","(X)","(X)","(X)","(X)","(X)","(X)","30843","2514","16.8","3.4","12.3","3.3","25.4","4.1","16.4","3.4","3.7","6.1","2.1","2.7","1.2","4.3","2.6","0.8","0.9","0.3","0.4","23546","1365","31854","3274","(X)","(X)","(X)","(X)","25.6","(X)","14.9"
"0500000US04017","Navajo County, Arizona","35488","1479","15.1","2.1","7.5","1.5","15.5","2.6","12.9","2.7","14.6","2.9","19.0","2.8","2.0","4.6","1.5","1.1","0.7","1.6","0.9","34298","2567","44761","3356","36.2","(X)","(X)","(X)","(X)","(X)","26057","1616","10.7","2.2","5.8","1.5","15.7","2.9","13.0","2.8","16.7","3.8","19.1","3.0","10.2","2.7","5.2","1.9","1.4","0.9","2.2","1.3","39828","2887","49980","4334","(X)","(X)","40.7","(X)","(X)","(X)","16650","1288","3.2","1.3","4.4","1.9","14.4","3.8","13.3","3.8","15.6","3.9","21.9","3.8","14.6","3.9","7.1","2.9","2.2","1.3","3.4","2.0","48921","5600","8.0","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9431","1146","31.3","5.7","12.3","4.3","14.6","5.4","14.2","5.3","2.9","16.6","6.0","1.7","1.5","2.4","1.8","0.5","0.8","0.0","1.7","18566","4942","27805","3254","(X)","(X)","(X)","(X)","19.8","(X)","6.4"
"0500000US04019","Pima County, Arizona","386104","4031","9.0","0.7","6.8","0.6","12.2","0.9","11.9","0.9","14.3","0.9","18.2","0.8","0.6","10.8","0.8","3.2","0.5","3.0","0.4","44762","1367","61731","1523","25.9","(X)","(X)","(X)","(X)","(X)","237304","5074","5.2","0.7","4.2","0.6","9.5","1.1","11.0","1.3","14.5","1.1","20.3","1.1","12.6","1.0","14.3","1.1","4.4","0.6","4.0","0.5","56046","1780","73156","1780","(X)","(X)","26.3","(X)","(X)","(X)","172403","4397","2.1","0.5","1.8","0.5","6.4","1.1","9.2","1.3","14.1","1.1","22.3","1.4","15.0","1.3","18.3","1.4","5.7","0.8","5.2","0.7","67416","2324","10.6","85832","2212","(X)","(X)","(X)","(X)","(X)","(X)","148800","5000","16.4","1.4","11.6","1.3","16.5","1.5","13.9","1.5","1.4","14.1","1.2","6.9","0.9","4.6","1.0","1.1","0.4","1.3","0.4","28020","1293","41394","2881","(X)","(X)","(X)","(X)","24.1","(X)","13.6"
"0500000US04021","Pinal County, Arizona","126874","3543","7.7","1.3","3.6","0.9","10.2","1.2","11.8","1.3","16.2","1.7","23.9","2.0","1.5","10.8","1.5","2.8","1.0","1.2","0.5","50515","2075","58536","1959","27.9","(X)","(X)","(X)","(X)","(X)","94241","3720","5.1","1.3","2.2","0.7","9.1","1.5","11.2","1.6","16.5","2.0","25.4","2.5","13.0","2.0","12.7","1.8","3.7","1.3","1.2","0.5","55969","1532","63876","2303","(X)","(X)","29.3","(X)","(X)","(X)","72144","3771","2.0","0.9","1.1","0.5","7.7","1.7","9.4","1.5","15.9","2.3","27.8","3.1","13.9","2.3","15.9","2.4","4.7","1.7","1.6","0.6","61665","2710","11.9","N","N","(X)","(X)","(X)","(X)","(X)","(X)","32633","2525","17.6","3.8","7.8","2.8","14.2","2.9","13.4","3.2","3.4","18.6","4.0","7.6","2.9","4.1","1.9","0.1","0.2","1.0","0.8","32762","3522","39952","3654","(X)","(X)","(X)","(X)","21.4","(X)","15.7"
"0500000US04025","Yavapai County, Arizona","93697","2905","6.2","1.3","6.9","1.6","12.8","2.0","12.5","2.1","17.7","2.4","19.9","2.6","1.7","8.3","1.6","3.0","1.2","1.5","0.6","44035","2700","56210","2396","30.5","(X)","(X)","(X)","(X)","(X)","59683","3319","4.9","1.6","2.7","1.4","8.5","2.1","10.8","2.4","18.9","3.1","22.9","3.0","14.5","2.4","10.9","2.2","3.9","1.8","2.0","0.8","53192","3134","65723","3406","(X)","(X)","30.0","(X)","(X)","(X)","48425","3393","3.1","1.5","1.4","1.3","7.2","2.1","9.4","2.4","19.7","3.3","23.7","3.5","15.5","2.9","12.8","2.6","4.8","2.2","2.3","0.9","59481","4159","11.0","N","N","(X)","(X)","(X)","(X)","(X)","(X)","34014","2776","9.0","2.4","15.3","3.6","20.8","4.6","16.9","3.8","3.6","13.2","3.3","4.5","1.7","3.6","1.6","0.8","0.6","0.7","0.5","27287","2919","37191","2927","(X)","(X)","(X)","(X)","29.1","(X)","15.1"
"0500000US04027","Yuma County, Arizona","70895","1964","9.2","2.0","6.3","1.6","15.3","2.0","12.9","2.2","17.4","2.2","20.0","2.9","1.6","6.5","1.2","1.9","0.7","0.9","0.4","39485","2382","49642","2069","28.1","(X)","(X)","(X)","(X)","(X)","54889","2436","7.3","2.1","5.3","1.7","13.8","2.4","14.9","2.7","17.8","2.6","19.9","3.4","10.1","1.9","7.6","1.5","2.3","0.9","1.1","0.5","41190","2559","52817","2536","(X)","(X)","26.3","(X)","(X)","(X)","40565","2560","2.0","0.8","3.5","1.5","12.4","2.5","14.8","3.0","18.4","3.3","23.3","4.2","11.5","2.1","9.7","1.9","2.9","1.2","1.5","0.7","49086","4028","9.6","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16006","1636","17.4","5.2","11.8","3.5","20.6","4.6","9.9","3.9","4.4","16.6","4.4","6.9","3.2","2.4","1.5","0.4","0.7","0.2","0.3","25086","4711","35180","3792","(X)","(X)","(X)","(X)","32.5","(X)","13.7"
"0500000US05007","Benton County, Arkansas","84026","1474","6.3","1.8","4.0","0.8","10.3","1.6","10.5","1.7","15.5","1.8","21.2","2.4","1.6","11.9","1.6","3.3","0.9","4.7","1.0","52294","2294","70524","3502","25.2","(X)","(X)","(X)","(X)","(X)","61601","1990","3.3","1.2","2.0","0.8","9.4","2.1","8.6","2.0","14.9","2.0","22.5","2.9","15.1","2.2","14.3","2.1","3.8","1.2","6.2","1.3","60850","2712","81003","4276","(X)","(X)","25.4","(X)","(X)","(X)","51339","1994","1.0","0.5","1.6","0.6","6.5","1.8","7.9","1.9","13.6","2.2","24.4","3.4","16.5","2.4","16.9","2.4","4.3","1.4","7.3","1.6","68225","3922","12.2","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22425","1651","15.5","5.0","9.5","2.4","15.4","3.1","16.6","4.3","4.1","16.3","3.4","4.2","1.9","5.2","2.1","1.7","1.4","0.6","0.6","30892","2503","40099","3838","(X)","(X)","(X)","(X)","24.0","(X)","14.9"
"0500000US05031","Craighead County, Arkansas","38421","1124","8.4","2.2","5.6","1.6","12.6","2.7","11.6","2.5","16.8","2.9","18.6","3.1","2.5","10.3","2.3","1.3","0.8","3.3","2.0","44111","4420","59819","5400","24.0","(X)","(X)","(X)","(X)","(X)","26432","1286","3.3","1.6","2.8","1.4","9.0","2.5","9.2","3.1","20.6","3.9","21.5","3.8","14.1","3.5","13.4","3.3","1.3","0.9","4.9","2.8","54846","4416","71590","7493","(X)","(X)","24.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","63839","4587","11.5","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11989","1322","19.7","6.2","13.0","4.3","20.6","6.4","16.0","4.6","4.5","9.2","5.1","5.7","3.4","2.5","1.9","1.4","1.9","0.0","1.2","23523","3304","32037","5157","(X)","(X)","(X)","(X)","21.4","(X)","11.9"
"0500000US05045","Faulkner County, Arkansas","43709","1286","6.9","2.0","7.4","2.3","11.7","2.3","11.2","2.5","12.9","2.3","17.8","2.6","2.6","14.6","2.6","2.4","0.9","1.7","1.1","49752","4082","61040","3285","22.5","(X)","(X)","(X)","(X)","(X)","29702","1637","1.5","0.8","4.4","2.2","8.3","2.4","10.5","3.0","14.7","3.1","20.2","3.3","15.3","3.1","19.9","3.8","3.4","1.3","2.0","1.4","61639","4009","72789","4471","(X)","(X)","21.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","71101","6049","13.4","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14007","1312","20.1","6.0","14.5","5.3","19.9","5.9","13.3","4.7","5.1","10.9","4.0","7.2","3.2","1.3","1.2","0.4","0.6","0.9","1.5","22901","3324","32062","4251","(X)","(X)","(X)","(X)","23.0","(X)","11.5"
"0500000US05051","Garland County, Arkansas","40656","1805","8.6","2.3","9.2","2.2","13.7","2.6","13.0","2.7","14.7","3.1","16.2","2.8","2.2","9.4","2.2","1.6","1.1","3.2","1.5","40893","3351","58290","4521","32.1","(X)","(X)","(X)","(X)","(X)","27447","2312","5.3","2.1","4.4","1.7","11.8","3.8","14.1","3.8","15.5","3.6","17.0","3.5","13.1","3.0","12.2","3.3","2.2","1.6","4.4","2.1","48192","6479","69676","7194","(X)","(X)","31.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","60355","4593","10.4","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13209","1608","16.6","5.0","19.5","5.0","20.3","5.4","11.6","3.7","5.3","10.3","3.7","4.5","2.9","3.3","3.1","0.5","0.8","0.7","1.2","22008","2662","32348","4393","(X)","(X)","(X)","(X)","31.8","(X)","12.6"
"0500000US05069","Jefferson County, Arkansas","28013","1218","13.9","2.9","8.7","2.3","15.3","3.6","10.3","2.2","14.1","2.9","18.7","3.5","2.1","6.9","2.1","1.9","1.3","1.8","1.2","36275","2474","47969","3251","27.3","(X)","(X)","(X)","(X)","(X)","16747","1304","8.2","3.1","7.1","2.8","11.5","3.9","6.6","2.1","17.2","4.3","20.0","4.6","13.0","3.4","10.2","3.0","3.6","2.3","2.6","1.8","48969","7322","60853","5185","(X)","(X)","32.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","61907","4927","8.4","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11266","1348","23.3","5.6","12.1","4.3","20.1","5.1","15.4","4.7","4.3","15.2","5.6","1.5","1.3","1.9","2.2","0.0","1.2","0.0","1.2","21219","2997","27926","3390","(X)","(X)","(X)","(X)","18.9","(X)","10.3"
"0500000US05085","Lonoke County, Arkansas","25384","797","6.8","2.3","5.0","2.0","11.2","3.2","8.1","2.7","15.8","3.4","23.7","4.9","3.2","12.3","2.7","2.9","1.6","1.1","1.0","51098","1759","61692","6187","23.3","(X)","(X)","(X)","(X)","(X)","17507","1300","4.6","2.9","1.2","1.2","7.5","3.3","7.1","2.7","14.6","4.3","26.5","6.1","17.1","4.1","16.9","3.6","3.2","2.1","1.3","1.2","61121","4494","70979","6649","(X)","(X)","22.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","68277","7183","13.2","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7877","1219","11.9","4.3","13.5","5.8","19.2","6.8","10.6","6.9","6.6","17.1","5.4","4.2","3.3","2.0","2.3","2.3","2.8","0.5","0.8","27166","7500","40330","6965","(X)","(X)","(X)","(X)","25.2","(X)","18.8"
"0500000US05119","Pulaski County, Arkansas","155125","3040","9.3","1.4","6.9","1.0","13.1","1.4","11.5","1.4","14.6","1.4","17.1","1.6","1.2","9.7","1.1","3.4","0.6","3.4","0.6","44437","2698","62362","2242","32.5","(X)","(X)","(X)","(X)","(X)","90912","3570","5.7","1.6","4.0","0.9","9.5","1.6","10.0","1.6","14.7","1.7","19.3","2.3","13.1","1.7","14.1","1.9","4.7","0.9","5.0","1.0","56506","2462","77206","3533","(X)","(X)","31.9","(X)","(X)","(X)","59736","3019","2.1","1.2","1.1","0.7","4.9","1.4","7.4","1.7","14.5","2.2","21.1","2.7","15.7","2.3","19.5","2.6","6.6","1.3","6.9","1.4","72996","4561","10.9","94763","4681","(X)","(X)","(X)","(X)","(X)","(X)","64213","2960","14.9","2.3","11.0","2.1","18.4","2.5","14.4","2.2","2.3","14.5","2.3","6.4","1.6","3.2","1.1","1.6","0.8","1.2","0.6","30060","3393","39997","2534","(X)","(X)","(X)","(X)","32.1","(X)","14.5"
"0500000US05125","Saline County, Arkansas","42534","1217","4.0","1.5","4.4","1.5","8.3","2.0","11.1","2.2","14.0","2.3","23.0","3.2","2.7","13.4","2.4","3.8","1.6","1.9","1.2","58009","3915","67183","3598","23.5","(X)","(X)","(X)","(X)","(X)","31871","1685","1.7","1.2","2.8","1.5","6.0","2.2","9.3","2.4","13.0","2.7","25.8","3.6","18.6","3.2","15.4","2.8","4.9","2.1","2.5","1.5","66719","3475","75482","4521","(X)","(X)","24.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","72382","3774","16.1","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10663","1343","11.1","4.9","11.0","5.0","13.4","5.5","16.1","5.1","5.3","12.8","4.3","7.4","4.3","7.3","4.3","0.5","0.8","0.0","1.3","32690","7615","41380","5212","(X)","(X)","(X)","(X)","21.8","(X)","20.4"
"0500000US05131","Sebastian County, Arkansas","51394","1342","9.6","2.1","7.7","2.1","14.8","2.8","15.3","2.8","15.1","2.5","18.6","2.8","1.8","7.9","2.2","2.7","0.9","1.4","0.9","37330","3054","52529","4431","19.1","(X)","(X)","(X)","(X)","(X)","32217","1863","6.1","2.1","4.9","2.0","10.7","2.8","15.1","3.6","13.8","2.7","23.9","3.7","9.5","2.6","10.4","3.1","4.1","1.4","1.5","1.1","48734","7363","63382","6634","(X)","(X)","17.4","(X)","(X)","(X)","23290","1818","1.6","1.4","2.1","1.5","7.0","2.5","12.4","3.3","13.8","3.2","28.7","4.5","13.0","3.5","14.2","4.1","5.3","1.9","2.1","1.5","61742","3343","7.1","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19177","1966","16.8","4.2","13.9","4.1","20.9","5.3","16.2","4.9","4.6","8.2","3.6","3.1","2.3","3.2","1.9","0.5","0.8","1.2","1.6","23631","4766","32755","4416","(X)","(X)","(X)","(X)","20.7","(X)","15.9"
"0500000US05143","Washington County, Arkansas","81423","2353","10.7","1.9","6.8","1.5","12.6","2.1","11.5","2.1","17.1","2.5","17.7","2.5","1.4","9.5","1.7","3.3","1.0","2.9","0.8","41225","1996","57984","3187","15.9","(X)","(X)","(X)","(X)","(X)","51853","2376","5.5","1.7","3.2","1.4","8.1","2.1","12.0","2.6","17.8","3.0","21.1","3.1","10.6","2.1","13.0","2.2","4.5","1.6","4.0","1.2","52498","3084","71438","4347","(X)","(X)","16.7","(X)","(X)","(X)","39376","2604","1.9","1.1","1.8","1.1","5.3","1.9","11.5","2.9","16.3","3.4","23.1","3.4","13.4","2.7","15.5","3.0","5.9","2.1","5.2","1.6","61706","4211","7.9","N","N","(X)","(X)","(X)","(X)","(X)","(X)","29570","2651","21.8","5.1","12.5","3.2","21.0","4.9","11.9","3.6","3.4","10.9","3.2","2.5","1.0","3.2","1.7","1.1","0.9","1.0","0.9","21730","2538","33104","3352","(X)","(X)","(X)","(X)","14.5","(X)","14.1"
"0500000US05145","White County, Arkansas","29089","969","9.0","2.4","8.7","2.3","16.0","3.6","12.8","3.2","12.5","3.5","15.5","3.3","2.8","10.1","2.8","2.6","1.3","1.5","1.1","38853","5452","52930","4062","31.6","(X)","(X)","(X)","(X)","(X)","21424","1353","7.1","2.8","7.1","2.5","12.3","4.0","11.6","3.2","11.8","3.6","18.7","4.3","14.0","3.9","11.7","3.2","3.6","1.8","2.0","1.5","50048","8849","60603","5128","(X)","(X)","30.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","56561","5921","11.2","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7665","1068","16.5","5.6","15.9","5.8","23.4","7.7","15.2","6.9","7.5","8.4","5.1","4.5","4.5","1.7","2.0","0.0","1.8","0.0","1.8","22275","4193","28384","4045","(X)","(X)","(X)","(X)","34.0","(X)","14.4"
"0500000US06001","Alameda County, California","548274","3439","5.9","0.5","5.0","0.4","8.9","0.5","6.8","0.4","10.8","0.7","15.2","0.7","0.7","16.7","0.8","8.7","0.5","10.3","0.5","70500","1475","95429","1708","23.9","(X)","(X)","(X)","(X)","(X)","359928","5068","4.0","0.5","2.8","0.3","6.8","0.6","5.9","0.5","9.6","0.8","14.8","0.8","11.8","0.8","19.5","1.0","11.3","0.7","13.4","0.7","87926","1800","110942","2321","(X)","(X)","24.2","(X)","(X)","(X)","260346","5187","1.5","0.4","1.3","0.3","4.2","0.6","4.7","0.5","8.1","0.9","13.7","0.9","12.2","0.9","22.9","1.1","14.0","0.9","17.5","1.0","105964","2837","11.7","129893","2883","(X)","(X)","(X)","(X)","(X)","(X)","188346","4378","10.5","1.1","9.6","0.9","13.5","1.1","8.6","0.9","1.3","16.0","1.2","10.9","1.1","10.9","1.3","3.3","0.7","3.2","0.6","42844","1802","61159","2686","(X)","(X)","(X)","(X)","21.8","(X)","13.3"
"0500000US06007","Butte County, California","85388","1774","8.6","1.4","6.9","1.2","14.2","1.6","13.4","2.0","14.3","1.9","17.9","2.0","1.5","9.0","1.4","3.3","0.9","2.5","0.8","40960","1995","57473","2639","26.9","(X)","(X)","(X)","(X)","(X)","52697","2345","5.4","1.5","3.6","1.1","11.5","2.1","13.4","2.6","14.7","2.6","20.2","2.7","12.8","2.0","10.8","1.9","4.2","1.2","3.3","1.2","51246","3821","65976","3522","(X)","(X)","25.1","(X)","(X)","(X)","37354","2059","2.0","1.1","1.9","1.2","7.8","2.2","11.0","2.6","15.3","3.2","22.8","2.9","15.6","2.7","13.5","2.5","5.6","1.7","4.5","1.6","61663","3202","9.7","77533","4846","(X)","(X)","(X)","(X)","(X)","(X)","32691","2260","15.9","3.0","12.7","2.7","18.9","2.9","13.9","3.2","2.8","12.7","3.0","4.8","2.0","5.5","2.2","1.8","1.2","0.8","0.7","27271","3103","40838","4597","(X)","(X)","(X)","(X)","27.4","(X)","13.0"
"0500000US06013","Contra Costa County, California","380397","3088","4.3","0.5","3.7","0.5","7.2","0.7","7.0","0.6","10.8","0.9","17.4","1.0","0.8","17.9","1.0","9.1","0.7","11.1","0.7","74177","1723","102019","2187","29.1","(X)","(X)","(X)","(X)","(X)","265285","5167","3.6","0.6","2.1","0.5","5.3","0.7","5.5","0.7","9.9","0.9","16.3","1.3","12.0","1.1","20.5","1.2","11.1","1.0","13.8","0.9","89141","3413","116207","2857","(X)","(X)","29.4","(X)","(X)","(X)","201626","5241","1.5","0.5","1.2","0.4","3.6","0.6","4.6","0.7","7.8","1.0","14.8","1.4","12.4","1.2","23.1","1.3","13.6","1.2","17.4","1.2","105077","2857","11.4","133626","3645","(X)","(X)","(X)","(X)","(X)","(X)","115112","4361","8.3","1.4","7.2","1.3","11.8","1.6","10.6","1.4","1.8","20.2","2.0","10.0","1.5","11.2","1.5","4.1","1.3","3.8","0.8","49123","2511","64716","3117","(X)","(X)","(X)","(X)","26.3","(X)","12.7"
"0500000US06017","El Dorado County, California","65558","2265","2.6","0.9","4.4","1.3","7.0","1.4","8.7","1.7","13.2","2.0","18.6","2.6","2.3","17.3","2.1","7.6","1.4","7.4","1.5","69973","3983","89326","4699","23.8","(X)","(X)","(X)","(X)","(X)","47486","2288","2.0","1.0","1.9","1.2","4.5","1.3","7.4","1.5","12.2","2.7","18.3","3.1","14.2","2.7","20.5","2.7","10.1","1.8","8.9","2.0","81401","8581","101424","5768","(X)","(X)","24.1","(X)","(X)","(X)","37880","2233","0.6","0.5","1.8","1.3","3.1","1.1","4.8","1.5","9.9","2.5","19.3","3.6","14.0","2.4","23.2","3.0","12.5","2.3","10.8","2.4","93080","8021","13.3","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18072","1741","4.8","2.2","11.6","4.1","14.0","3.9","13.5","3.8","4.3","19.5","5.4","8.9","3.5","7.6","2.6","1.5","1.0","2.4","1.8","39292","6059","53742","6536","(X)","(X)","(X)","(X)","21.3","(X)","16.3"
